case,source_path_relative,faction_or_context,functional_family,descriptive_asset_name,canonical_stem,conversion_status,automatic_image_gate,final_decision,final_decision_reason,glb_round_trip_valid,glb,contact_sheet
03337--ubcmdhqd-s--ca6e1da7,W3DZH.big\Art\W3D\UBCmdHQD_S.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQD_S,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03337--ubcmdhqd-s--ca6e1da7\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03337--ubcmdhqd-s--ca6e1da7\four-view.png
03338--ubcmdhqde--84b37e6b,W3DZH.big\Art\W3D\UBCmdHQDE.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQDE,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03338--ubcmdhqde--84b37e6b\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03338--ubcmdhqde--84b37e6b\four-view.png
03339--ubcmdhqde-d--24f56f30,W3DZH.big\Art\W3D\UBCmdHQDE_D.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQDE_D,error,rejected,rejected,Rejected: W3D importer failed; no usable derivative was produced.,False,,
03340--ubcmdhqde-dn--e7b771fb,W3DZH.big\Art\W3D\UBCmdHQDE_DN.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQDE_DN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03340--ubcmdhqde-dn--e7b771fb\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03340--ubcmdhqde-dn--e7b771fb\four-view.png
03341--ubcmdhqde-dns--2f7264ee,W3DZH.big\Art\W3D\UBCmdHQDE_DNS.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQDE_DNS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03341--ubcmdhqde-dns--2f7264ee\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03341--ubcmdhqde-dns--2f7264ee\four-view.png
03342--ubcmdhqde-ds--81477976,W3DZH.big\Art\W3D\UBCmdHQDE_DS.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQDE_DS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03342--ubcmdhqde-ds--81477976\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03342--ubcmdhqde-ds--81477976\four-view.png
03343--ubcmdhqde-e--6a52f3cb,W3DZH.big\Art\W3D\UBCmdHQDE_E.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQDE_E,error,rejected,rejected,Rejected: W3D importer failed; no usable derivative was produced.,False,,
03344--ubcmdhqde-en--290990b4,W3DZH.big\Art\W3D\UBCmdHQDE_EN.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQDE_EN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03344--ubcmdhqde-en--290990b4\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03344--ubcmdhqde-en--290990b4\four-view.png
03345--ubcmdhqde-ens--448ccac0,W3DZH.big\Art\W3D\UBCmdHQDE_ENS.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQDE_ENS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03345--ubcmdhqde-ens--448ccac0\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03345--ubcmdhqde-ens--448ccac0\four-view.png
03346--ubcmdhqde-es--51d00c05,W3DZH.big\Art\W3D\UBCmdHQDE_ES.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQDE_ES,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03346--ubcmdhqde-es--51d00c05\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03346--ubcmdhqde-es--51d00c05\four-view.png
03347--ubcmdhqde-n--cb3e3442,W3DZH.big\Art\W3D\UBCmdHQDE_N.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQDE_N,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03347--ubcmdhqde-n--cb3e3442\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03347--ubcmdhqde-n--cb3e3442\four-view.png
03348--ubcmdhqde-ns--2bb7a93e,W3DZH.big\Art\W3D\UBCmdHQDE_NS.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQDE_NS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03348--ubcmdhqde-ns--2bb7a93e\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03348--ubcmdhqde-ns--2bb7a93e\four-view.png
03349--ubcmdhqde-s--56d18d42,W3DZH.big\Art\W3D\UBCmdHQDE_S.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQDE_S,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03349--ubcmdhqde-s--56d18d42\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03349--ubcmdhqde-s--56d18d42\four-view.png
03350--ubcmdhqeg--752830d8,W3DZH.big\Art\W3D\UBCmdHqEG.w3d,GLA,Base Infrastructure,Fake GLA Command Center,UBCmdHqEG,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03350--ubcmdhqeg--752830d8\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03350--ubcmdhqeg--752830d8\four-view.png
03351--ubcmdhqeg-d--066d7668,W3DZH.big\Art\W3D\UBCmdHqEG_D.w3d,GLA,Base Infrastructure,Fake GLA Command Center,UBCmdHqEG_D,error,rejected,rejected,Rejected: W3D importer failed; no usable derivative was produced.,False,,
03352--ubcmdhqeg-dn--478a3e5c,W3DZH.big\Art\W3D\UBCmdHqEG_DN.w3d,GLA,Base Infrastructure,Fake GLA Command Center,UBCmdHqEG_DN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03352--ubcmdhqeg-dn--478a3e5c\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03352--ubcmdhqeg-dn--478a3e5c\four-view.png
03353--ubcmdhqeg-dns--824b041a,W3DZH.big\Art\W3D\UBCmdHqEG_DNS.w3d,GLA,Base Infrastructure,Fake GLA Command Center,UBCmdHqEG_DNS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03353--ubcmdhqeg-dns--824b041a\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03353--ubcmdhqeg-dns--824b041a\four-view.png
03354--ubcmdhqeg-ds--369e9994,W3DZH.big\Art\W3D\UBCmdHqEG_DS.w3d,GLA,Base Infrastructure,Fake GLA Command Center,UBCmdHqEG_DS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03354--ubcmdhqeg-ds--369e9994\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03354--ubcmdhqeg-ds--369e9994\four-view.png
03355--ubcmdhqeg-e--d82f7e32,W3DZH.big\Art\W3D\UBCmdHqEG_E.w3d,GLA,Base Infrastructure,Fake GLA Command Center,UBCmdHqEG_E,error,rejected,rejected,Rejected: W3D importer failed; no usable derivative was produced.,False,,
03356--ubcmdhqeg-en--170bc8d3,W3DZH.big\Art\W3D\UBCmdHqEG_EN.w3d,GLA,Base Infrastructure,Fake GLA Command Center,UBCmdHqEG_EN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03356--ubcmdhqeg-en--170bc8d3\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03356--ubcmdhqeg-en--170bc8d3\four-view.png
03357--ubcmdhqeg-ens--078b8585,W3DZH.big\Art\W3D\UBCmdHqEG_ENS.w3d,GLA,Base Infrastructure,Fake GLA Command Center,UBCmdHqEG_ENS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03357--ubcmdhqeg-ens--078b8585\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03357--ubcmdhqeg-ens--078b8585\four-view.png
03358--ubcmdhqeg-es--9ff63912,W3DZH.big\Art\W3D\UBCmdHqEG_ES.w3d,GLA,Base Infrastructure,Fake GLA Command Center,UBCmdHqEG_ES,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03358--ubcmdhqeg-es--9ff63912\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03358--ubcmdhqeg-es--9ff63912\four-view.png
03359--ubcmdhqeg-n--4577787a,W3DZH.big\Art\W3D\UBCmdHqEG_N.w3d,GLA,Base Infrastructure,Fake GLA Command Center,UBCmdHqEG_N,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03359--ubcmdhqeg-n--4577787a\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03359--ubcmdhqeg-n--4577787a\four-view.png
03360--ubcmdhqeg-ns--c71cc5ff,W3DZH.big\Art\W3D\UBCmdHqEG_NS.w3d,GLA,Base Infrastructure,Fake GLA Command Center,UBCmdHqEG_NS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03360--ubcmdhqeg-ns--c71cc5ff\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03360--ubcmdhqeg-ns--c71cc5ff\four-view.png
03361--ubcmdhqeg-s--dd01ef40,W3DZH.big\Art\W3D\UBCmdHqEG_S.w3d,GLA,Base Infrastructure,Fake GLA Command Center,UBCmdHqEG_S,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03361--ubcmdhqeg-s--dd01ef40\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03361--ubcmdhqeg-s--dd01ef40\four-view.png
03362--ubcmdhqf--9a7763bc,W3DZH.big\Art\W3D\UBCmdHQF.w3d,GLA,Base Building,Cmd HQF,UBCmdHQF,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03362--ubcmdhqf--9a7763bc\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03362--ubcmdhqf--9a7763bc\four-view.png
03363--ubcmdhqf-n--12b1a28e,W3DZH.big\Art\W3D\UBCmdHQF_N.w3d,GLA,Base Building,Cmd HQF,UBCmdHQF_N,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03363--ubcmdhqf-n--12b1a28e\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03363--ubcmdhqf-n--12b1a28e\four-view.png
03364--ubcmdhqf-ns--f015dff8,W3DZH.big\Art\W3D\UBCmdHQF_NS.w3d,GLA,Base Building,Cmd HQF NS,UBCmdHQF_NS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03364--ubcmdhqf-ns--f015dff8\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03364--ubcmdhqf-ns--f015dff8\four-view.png
03365--ubcmdhqf-s--4f6fb489,W3DZH.big\Art\W3D\UBCmdHQF_S.w3d,GLA,Base Building,Cmd HQF,UBCmdHQF_S,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03365--ubcmdhqf-s--4f6fb489\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03365--ubcmdhqf-s--4f6fb489\four-view.png
03366--ubcmdhqs-d--d96c9b3c,W3DZH.big\Art\W3D\UBCmdHQS_D.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQS_D,error,rejected,rejected,Rejected: W3D importer failed; no usable derivative was produced.,False,,
03367--ubcmdhqs-dn--afc208bd,W3DZH.big\Art\W3D\UBCmdHQS_DN.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQS_DN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03367--ubcmdhqs-dn--afc208bd\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03367--ubcmdhqs-dn--afc208bd\four-view.png
03368--ubcmdhqs-dns--7f002242,W3DZH.big\Art\W3D\UBCmdHQS_DNS.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQS_DNS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03368--ubcmdhqs-dns--7f002242\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03368--ubcmdhqs-dns--7f002242\four-view.png
03369--ubcmdhqs-ds--db4e2b0d,W3DZH.big\Art\W3D\UBCmdHQS_DS.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQS_DS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03369--ubcmdhqs-ds--db4e2b0d\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03369--ubcmdhqs-ds--db4e2b0d\four-view.png
03370--ubcmdhqs-e--14cc3f13,W3DZH.big\Art\W3D\UBCmdHQS_E.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQS_E,error,rejected,rejected,Rejected: W3D importer failed; no usable derivative was produced.,False,,
03371--ubcmdhqs-en--a5af2e33,W3DZH.big\Art\W3D\UBCmdHQS_EN.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQS_EN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03371--ubcmdhqs-en--a5af2e33\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03371--ubcmdhqs-en--a5af2e33\four-view.png
03372--ubcmdhqs-ens--ca15daec,W3DZH.big\Art\W3D\UBCmdHQS_ENS.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQS_ENS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03372--ubcmdhqs-ens--ca15daec\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03372--ubcmdhqs-ens--ca15daec\four-view.png
03373--ubcmdhqs-es--d8396b0a,W3DZH.big\Art\W3D\UBCmdHQS_ES.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQS_ES,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03373--ubcmdhqs-es--d8396b0a\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03373--ubcmdhqs-es--d8396b0a\four-view.png
03374--ubcmdhqs-n--172ab73f,W3DZH.big\Art\W3D\UBCmdHQS_N.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQS_N,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03374--ubcmdhqs-n--172ab73f\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03374--ubcmdhqs-n--172ab73f\four-view.png
03375--ubcmdhqs-ns--d0d84671,W3DZH.big\Art\W3D\UBCmdHQS_NS.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQS_NS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03375--ubcmdhqs-ns--d0d84671\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03375--ubcmdhqs-ns--d0d84671\four-view.png
03376--ubcmdhqs-s--dcbe6f74,W3DZH.big\Art\W3D\UBCmdHQS_S.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQS_S,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03376--ubcmdhqs-s--dcbe6f74\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03376--ubcmdhqs-s--dcbe6f74\four-view.png
03377--ubcmdhqse--ba6ee444,W3DZH.big\Art\W3D\UBCmdHQSE.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQSE,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03377--ubcmdhqse--ba6ee444\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03377--ubcmdhqse--ba6ee444\four-view.png
03378--ubcmdhqse-d--1aec5048,W3DZH.big\Art\W3D\UBCmdHQSE_D.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQSE_D,error,rejected,rejected,Rejected: W3D importer failed; no usable derivative was produced.,False,,
03379--ubcmdhqse-dn--6ab9c1e8,W3DZH.big\Art\W3D\UBCmdHQSE_DN.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQSE_DN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03379--ubcmdhqse-dn--6ab9c1e8\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03379--ubcmdhqse-dn--6ab9c1e8\four-view.png
03380--ubcmdhqse-dns--9123adf2,W3DZH.big\Art\W3D\UBCmdHQSE_DNS.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQSE_DNS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03380--ubcmdhqse-dns--9123adf2\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03380--ubcmdhqse-dns--9123adf2\four-view.png
03381--ubcmdhqse-ds--9a144086,W3DZH.big\Art\W3D\UBCmdHQSE_DS.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQSE_DS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03381--ubcmdhqse-ds--9a144086\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03381--ubcmdhqse-ds--9a144086\four-view.png
03382--ubcmdhqse-e--6ad4d396,W3DZH.big\Art\W3D\UBCmdHQSE_E.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQSE_E,error,rejected,rejected,Rejected: W3D importer failed; no usable derivative was produced.,False,,
03383--ubcmdhqse-en--27835ef4,W3DZH.big\Art\W3D\UBCmdHQSE_EN.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQSE_EN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03383--ubcmdhqse-en--27835ef4\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03383--ubcmdhqse-en--27835ef4\four-view.png
03384--ubcmdhqse-ens--c3a77c15,W3DZH.big\Art\W3D\UBCmdHQSE_ENS.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQSE_ENS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03384--ubcmdhqse-ens--c3a77c15\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03384--ubcmdhqse-ens--c3a77c15\four-view.png
03385--ubcmdhqse-es--c956f352,W3DZH.big\Art\W3D\UBCmdHQSE_ES.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQSE_ES,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03385--ubcmdhqse-es--c956f352\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03385--ubcmdhqse-es--c956f352\four-view.png
03386--ubcmdhqse-n--41fb6cfc,W3DZH.big\Art\W3D\UBCmdHQSE_N.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQSE_N,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03386--ubcmdhqse-n--41fb6cfc\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03386--ubcmdhqse-n--41fb6cfc\four-view.png
03387--ubcmdhqse-ns--62e6f060,W3DZH.big\Art\W3D\UBCmdHQSE_NS.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQSE_NS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03387--ubcmdhqse-ns--62e6f060\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03387--ubcmdhqse-ns--62e6f060\four-view.png
03388--ubcmdhqse-r--1ac0f951,W3DZH.big\Art\W3D\UBCmdHQSE_R.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQSE_R,error,rejected,rejected,Rejected: W3D importer failed; no usable derivative was produced.,False,,
03389--ubcmdhqse-rs--7f2c0543,W3DZH.big\Art\W3D\UBCmdHQSE_RS.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQSE_RS,error,rejected,rejected,Rejected: W3D importer failed; no usable derivative was produced.,False,,
03390--ubcmdhqse-s--0c427584,W3DZH.big\Art\W3D\UBCmdHQSE_S.w3d,GLA,Base Infrastructure,Command Center,UBCmdHQSE_S,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03390--ubcmdhqse-s--0c427584\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03390--ubcmdhqse-s--0c427584\four-view.png
03391--ubcmdvg--0461740c,W3DZH.big\Art\W3D\UBCmdVG.w3d,GLA,Base Building,Cmd VG,UBCmdVG,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03391--ubcmdvg--0461740c\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03391--ubcmdvg--0461740c\four-view.png
03392--ubconyard--d0c952ec,W3DZH.big\Art\W3D\UBConYard.w3d,GLA,Base Building,Con Yard,UBConYard,rendered,needs-review,rejected,Rejected: missing material exposed the numbered UV-test texture across substantial geometry.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03392--ubconyard--d0c952ec\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03392--ubconyard--d0c952ec\four-view.png
03393--ubdemotrap--bfc9b9ba,W3DZH.big\Art\W3D\UBDemoTrap.w3d,GLA,Base Building,Demo Trap,UBDemoTrap,rendered,needs-review,accepted,Accepted: extreme bounds describe a legitimate flat or elongated asset that is coherent and fully framed.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03393--ubdemotrap--bfc9b9ba\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03393--ubdemotrap--bfc9b9ba\four-view.png
03394--ubfieldgen--d717e1b1,W3DZH.big\Art\W3D\UBFieldGen.w3d,GLA,Base Building,Field Gen,UBFieldGen,rendered,needs-review,rejected,Rejected: missing material exposed the numbered UV-test texture across substantial geometry.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03394--ubfieldgen--d717e1b1\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03394--ubfieldgen--d717e1b1\four-view.png
03395--ubhole-a1--360e4bcf,W3DZH.big\Art\W3D\UBHole_A1.w3d,GLA,Base Building,Hole,UBHole_A1,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03395--ubhole-a1--360e4bcf\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03395--ubhole-a1--360e4bcf\four-view.png
03396--ubhole-a1d--e69bad5d,W3DZH.big\Art\W3D\UBHole_A1D.w3d,GLA,Base Building,Hole,UBHole_A1D,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03396--ubhole-a1d--e69bad5d\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03396--ubhole-a1d--e69bad5d\four-view.png
03397--ubhole-a4--d5c17de0,W3DZH.big\Art\W3D\UBHole_A4.w3d,GLA,Production Building,=,UBHole_A4,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03397--ubhole-a4--d5c17de0\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\03397--ubhole-a4--d5c17de0\four-view.png
