record_id,source_kind,source_container,source_path,original_rel,original_name,original_base,extension,size,offset,description,mapping_sources,taxonomy_faction,taxonomy_function,taxonomy_context,taxonomy_sequence,taxonomy_source,voice_candidate,conversion,raw_output,converted_output,final_output,transcript,transcript_confidence,transcript_accepted,status,notes
f869c5546f9f5840,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\iblasec.wav,iblasec.wav,iblasec,.wav,22172,3543776,Black Lotus Voice Select - 03,INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,China,Unit Voice,Black Lotus - Select,03,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\iblasec.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\China - Unit Voice - Black Lotus - Select - 03 - iblasec.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\China - Unit Voice - Black Lotus - Select - 03 - What is it - iblasec.mp3,What is it,0.9957,True,transcribed,
49d3c541d8e4704c,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\iblased.wav,iblased.wav,iblased,.wav,29724,3565948,Black Lotus Voice Select - 04,INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,China,Unit Voice,Black Lotus - Select,04,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\iblased.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\China - Unit Voice - Black Lotus - Select - 04 - iblased.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\China - Unit Voice - Black Lotus - Select - 04 - I'm listening - iblased.mp3,I'm listening,0.9172,True,transcribed,
c024a8cd5a10ba7e,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\iblasee.wav,iblasee.wav,iblasee,.wav,33852,3595672,Black Lotus Voice Select - 05,INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,China,Unit Voice,Black Lotus - Select,05,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\iblasee.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\China - Unit Voice - Black Lotus - Select - 05 - iblasee.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\China - Unit Voice - Black Lotus - Select - 05 - Give me a job - iblasee.mp3,Give me a job,0.8327,True,transcribed,
165c453b9dffad10,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\iblasef.wav,iblasef.wav,iblasef,.wav,69044,3629524,Black Lotus Voice Create,INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,China,Unit Voice,Black Lotus - Create,,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\iblasef.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\China - Unit Voice - Black Lotus - Create - iblasef.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\China - Unit Voice - Black Lotus - Create - Alright, I'm here. Let's have an update - iblasef.mp3","Alright, I'm here. Let's have an update",0.8988,True,transcribed,
2bd3c197127f2f88,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\iblaseg.wav,iblaseg.wav,iblaseg,.wav,43876,3698568,,,Shared,Sound Effect,iblaseg,,No single faction supported,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\iblaseg.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\Shared - Sound Effect - iblaseg - iblaseg.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\Shared - Sound Effect - iblaseg - I have work to do here - iblaseg.mp3,I have work to do here,0.941,True,transcribed,
278c8aa51ebe669a,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\icola2a.wav,icola2a.wav,icola2a,.wav,68094,3742444,Colonel Burton Voice Attack Knife - 01,INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,USA,Unit Voice,Colonel Burton - Attack Knife,01,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\icola2a.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Attack Knife - 01 - icola2a.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Attack Knife - 01 - I won't be noticed - icola2a.mp3,I won't be noticed,0.9592,True,transcribed,
775001ba6d5d07a7,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\icola2b.wav,icola2b.wav,icola2b,.wav,43654,3810540,Colonel Burton Voice Attack Knife - 02,INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,USA,Unit Voice,Colonel Burton - Attack Knife,02,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\icola2b.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Attack Knife - 02 - icola2b.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Attack Knife - 02 - Keep it quiet - icola2b.mp3,Keep it quiet,0.938,True,transcribed,
10b253cae46434dd,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\icola2c.wav,icola2c.wav,icola2c,.wav,39496,3854196,Colonel Burton Voice Attack Knife - 03,INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,USA,Unit Voice,Colonel Burton - Attack Knife,03,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\icola2c.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Attack Knife - 03 - icola2c.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Attack Knife - 03 - Sneakin' up - icola2c.mp3,Sneakin' up,0.777,True,transcribed,
bd9c6fc1a987fd4a,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\icola2d.wav,icola2d.wav,icola2d,.wav,75290,3893692,Colonel Burton Voice Attack Knife - 04,INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,USA,Unit Voice,Colonel Burton - Attack Knife,04,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\icola2d.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Attack Knife - 04 - icola2d.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Attack Knife - 04 - Just another day's work - icola2d.mp3,Just another day's work,0.9847,True,transcribed,
88f643da62993265,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\icola2e.wav,icola2e.wav,icola2e,.wav,32556,3968984,Colonel Burton Voice Attack Knife - 05,INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,USA,Unit Voice,Colonel Burton - Attack Knife,05,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\icola2e.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Attack Knife - 05 - icola2e.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Attack Knife - 05 - This is it - icola2e.mp3,This is it,0.9687,True,transcribed,
47482a16be6fafab,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\icola3a.wav,icola3a.wav,icola3a,.wav,73370,4001540,"Colonel Burton Voice Plant Remote Charge - 01, Colonel Burton Voice Plant Timed Charge - 01",INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,USA,Unit Voice,Colonel Burton - Plant Remote Charge,01,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\icola3a.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Plant Remote Charge - 01 - icola3a.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Plant Remote Charge - 01 - I know just what it needs - icola3a.mp3,I know just what it needs,0.9679,True,transcribed,
25d229321d6cdc0c,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\icola3b.wav,icola3b.wav,icola3b,.wav,71778,4074912,"Colonel Burton Voice Plant Remote Charge - 02, Colonel Burton Voice Plant Timed Charge - 02",INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,USA,Unit Voice,Colonel Burton - Plant Remote Charge,02,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\icola3b.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Plant Remote Charge - 02 - icola3b.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Plant Remote Charge - 02 - It's about time - icola3b.mp3,It's about time,0.9175,True,transcribed,
19a9a0d7c554c587,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\icola3c.wav,icola3c.wav,icola3c,.wav,75866,4146692,"Colonel Burton Voice Plant Remote Charge - 03, Colonel Burton Voice Plant Timed Charge - 03",INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,USA,Unit Voice,Colonel Burton - Plant Remote Charge,03,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\icola3c.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Plant Remote Charge - 03 - icola3c.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Plant Remote Charge - 03 - Just get me in close - icola3c.mp3,Just get me in close,0.9686,True,transcribed,
901dab7d887c9d7a,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\icola3d.wav,icola3d.wav,icola3d,.wav,90084,4222560,"Colonel Burton Voice Plant Remote Charge - 04, Colonel Burton Voice Plant Timed Charge - 04",INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,USA,Unit Voice,Colonel Burton - Plant Remote Charge,04,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\icola3d.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Plant Remote Charge - 04 - icola3d.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Plant Remote Charge - 04 - Something to remember me by - icola3d.mp3,Something to remember me by,0.9443,True,transcribed,
125d1f646d0e3ae9,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\icola3e.wav,icola3e.wav,icola3e,.wav,79368,4312644,"Colonel Burton Voice Plant Remote Charge - 05, Colonel Burton Voice Plant Timed Charge - 05",INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,USA,Unit Voice,Colonel Burton - Plant Remote Charge,05,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\icola3e.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Plant Remote Charge - 05 - icola3e.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Plant Remote Charge - 05 - Been saving this just for you - icola3e.mp3,Been saving this just for you,0.9533,True,transcribed,
2aa185ed31686a8d,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\icola3f.wav,icola3f.wav,icola3f,.wav,58676,4392012,"Colonel Burton Voice Plant Remote Charge - 06, Colonel Burton Voice Plant Timed Charge - 06",INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,USA,Unit Voice,Colonel Burton - Plant Remote Charge,06,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\icola3f.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Plant Remote Charge - 06 - icola3f.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Plant Remote Charge - 06 - Got a present for you - icola3f.mp3,Got a present for you,0.86,True,transcribed,
a536869865d9d14f,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\icola3g.wav,icola3g.wav,icola3g,.wav,63260,4450688,,,Shared,Sound Effect,icola 3 g,,No single faction supported,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\icola3g.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\Shared - Sound Effect - icola 3 g - icola3g.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\Shared - Sound Effect - icola 3 g - That was left-handed - icola3g.mp3,That was left-handed,0.9121,True,transcribed,
45eaaf11731e11ef,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\icola3h.wav,icola3h.wav,icola3h,.wav,42824,4513948,,,Shared,Sound Effect,icola 3 h,,No single faction supported,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\icola3h.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\Shared - Sound Effect - icola 3 h - icola3h.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\Shared - Sound Effect - icola 3 h - Keep them coming - icola3h.mp3,Keep them coming,0.7861,True,transcribed,
3a5d089049ebb25d,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\icolata.wav,icolata.wav,icolata,.wav,79460,4556772,Colonel Burton Voice Attack - 01,INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,USA,Unit Voice,Colonel Burton - Attack,01,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\icolata.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Attack - 01 - icolata.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Attack - 01 - Needs an attitude adjustment - icolata.mp3,Needs an attitude adjustment,0.9331,True,transcribed,
e98b0c580d3f5ead,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\icolatb.wav,icolatb.wav,icolatb,.wav,48964,4636232,Colonel Burton Voice Attack - 02,INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,USA,Unit Voice,Colonel Burton - Attack,02,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\icolatb.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Attack - 02 - icolatb.mp3,"C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Attack - 02 - Come on, punk - icolatb.mp3","Come on, punk",0.8829,True,transcribed,
c0feaaab2663b82f,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\icolatc.wav,icolatc.wav,icolatc,.wav,68554,4685196,Colonel Burton Voice Attack - 03,INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,USA,Unit Voice,Colonel Burton - Attack,03,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\icolatc.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Attack - 03 - icolatc.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Attack - 03 - This is too easy - icolatc.mp3,This is too easy,0.94,True,transcribed,
0f5f58b55ca042d9,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\icolatd.wav,icolatd.wav,icolatd,.wav,61060,4753752,Colonel Burton Voice Attack - 04,INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,USA,Unit Voice,Colonel Burton - Attack,04,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\icolatd.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Attack - 04 - icolatd.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Attack - 04 - Let's see what you got - icolatd.mp3,Let's see what you got,0.9547,True,transcribed,
93eb168bf94225b3,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\icolate.wav,icolate.wav,icolate,.wav,63368,4814812,Colonel Burton Voice Attack - 05,INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,USA,Unit Voice,Colonel Burton - Attack,05,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\icolate.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Attack - 05 - icolate.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Attack - 05 - I own him - icolate.mp3,I own him,0.9412,True,transcribed,
7188b771d179ab5c,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\icolcla.wav,icolcla.wav,icolcla,.wav,47844,4878180,Colonel Burton Voice Climb - 01,INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,USA,Unit Voice,Colonel Burton - Climb,01,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\icolcla.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Climb - 01 - icolcla.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Climb - 01 - Easy climb - icolcla.mp3,Easy climb,0.8588,True,transcribed,
ae9d169dfe317725,big,ZH_Generals\AudioEnglish.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\AudioEnglish.big,Data\Audio\Sounds\English\icolclb.wav,icolclb.wav,icolclb,.wav,50834,4926024,"Colonel Burton Voice Climb - 02, Colonel Burton Voice Move - 06",INIZH.big::Data\INI\Voice.ini | ZH_Generals\INI.big::Data\INI\Voice.ini,USA,Unit Voice,Colonel Burton - Climb,02,INI description or original identifier,True,.wav->.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\_primitive media\Data\Audio\Sounds\English\icolclb.wav,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Climb - 02 - icolclb.mp3,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\AudioEnglish.big\Data\Audio\Sounds\English\USA - Unit Voice - Colonel Burton - Climb - 02 - No obstacles - icolclb.mp3,No obstacles,0.9112,True,transcribed,
