label,value_index,text,extra
CONTROLBAR:ConstructGLAInfantryTerrorist,1,&Terrorist,
CONTROLBAR:ConstructGLAInfantryRPGTrooper,1,RP&G Trooper,
CONTROLBAR:ConstructGLATunnelNetwork,1,Tunnel &Network,
CONTROLBAR:ConstructGLAPalace,1,&Palace,
CONTROLBAR:ConstructGLABlackMarket,1,Black &Market,
CONTROLBAR:ConstructGLAStingerSite,1,S&tinger Site,
CONTROLBAR:ConstructGLAScudStorm,1,SCUD St&orm,
CONTROLBAR:ConstructGLAPrison,1,P&rison,
CONTROLBAR:ConstructGLAVehicleToxinTruck,1,Toxin Tr&actor,
CONTROLBAR:ConstructGLATankBattleMaster,1,&Battlemaster,
CONTROLBAR:ConstructGLAVehicleTechnical,1,&Technical,
CONTROLBAR:ConstructGLAInfantryHijacker,1,H&ijacker,
CONTROLBAR:ConstructGLAInfantryJarmenKell,1,&Jarmen Kell,
CONTROLBAR:ConstructGLAInfantryAngryMob,1,&Angry Mob,
CONTROLBAR:ConstructGLAVehicleQuadCannon,1,Q&uad Cannon,
CONTROLBAR:ConstructGLAVehicleBombTruck,1,B&omb Truck,
CONTROLBAR:ConstructGLAVehicleScudLauncher,1,SCUD &Launcher,
CONTROLBAR:UpgradeAmericaAdvancedTraining,1,&Advanced Training,
CONTROLBAR:UpgradeAmericaDroneArmor,1,D&rone Armor,
CONTROLBAR:UpgradeChinaMines,1,Land &Mines,
CONTROLBAR:UpgradeAmericaRadar,1,&Radar,
CONTROLBAR:UpgradeAmericaScoutDrones,1,S&cout Drones,
CONTROLBAR:UpgradeAmericaAdvancedControlRods,1,&Control Rods,
CONTROLBAR:UpgradeAmericaLaserMissiles,1,&Laser Missiles,
CONTROLBAR:UpgradeAmericaExtraFuel,1,Extra &Fuel,
CONTROLBAR:UpgradeAmericaFlashBangGrenade,1,&Flash-Bang Grenades,
CONTROLBAR:UpgradeAmericaCompositeArmor,1,&Composite Armor,
CONTROLBAR:UpgradeAmericaTomahawkRemoteControl,1,Cruise &Missiles.,
CONTROLBAR:UpgradeAmericaAircraftFuel,1,Air Fuel,
CONTROLBAR:UpgradeAmericaTOWMissile,1,TO&W Missile,
CONTROLBAR:UpgradeComancheRocketPods,1,Rocket &Pods,
CONTROLBAR:UpgradeAmericaRailGun,1,"Rail 
 Gun",
CONTROLBAR:UpgradeChinaRadar,1,R&adar,
CONTROLBAR:UpgradeChinaNationalism,1,&Nationalism,
CONTROLBAR:UpgradeChinaAntiTankGrenade,1,&Anti-Tank Grenades,
CONTROLBAR:UpgradeChinaVehicleHack,1,&Vehicle Hack,
CONTROLBAR:UpgradeChinaIRGoggles,1,&IR Goggles,
CONTROLBAR:UpgradeChinaBlackNapalm,1,Black &Napalm,
CONTROLBAR:UpgradeChinaChainGuns,1,&Chain Guns,
CONTROLBAR:UpgradeChinaSubliminalMessaging,1,S&ubliminal Messaging,
CONTROLBAR:UpgradeChinaUraniumShells,1,&Uranium Shells,
CONTROLBAR:UpgradeChinaNuclearTanks,1,Nuclear &Tanks,
CONTROLBAR:UpgradeChinaStunBullets,1,Stun &Bullets,
CONTROLBAR:UpgradeGLARadar,1,&Radar,
CONTROLBAR:UpgradeGLARadarVanScan,1,Radar S&can,
CONTROLBAR:UpgradeGLAScorpionRocket,1,Scorpion Roc&ket,
CONTROLBAR:UpgradeGLABuggyAmmo,1,Buggy &Ammo,
CONTROLBAR:UpgradeGLABombTruckBioBomb,1,&BioBombs,
CONTROLBAR:DisguiseAsVehicle,1,&Disguise as Vehicle,
CONTROLBAR:UpgradeGLABombTruckHighExplosiveBomb,1,High Explosive B&omb,
CONTROLBAR:UpgradeGLAAnthraxBeta,1,&Anthrax Beta,
CONTROLBAR:UpgradeGLAToxinShells,1,&Toxin Shells,
CONTROLBAR:UpgradeGLAJunkRepair,1,&Junk Repair,
CONTROLBAR:UpgradeGLAAPBullets,1,AP &Bullets,
CONTROLBAR:UpgradeGLAAPRockets,1,AP &Rockets,
CONTROLBAR:UpgradeGLACamouflage,1,&Camouflage,
CONTROLBAR:UpgradeGLATranqDarts,1,&Tranq Darts,
CONTROLBAR:SetRallyPoint,1,&Rally Point,
CONTROLBAR:Sell,1,Sell,
CONTROLBAR:Overcharge,1,&Overcharge,
CONTROLBAR:DragonFlame,1,F&lame,
CONTROLBAR:PickUpPrisoner,1,"&Pick Up 
 Prisoner",
CONTROLBAR:ReturnToPrison,1,&Return,
CONTROLBAR:FireRocket,1,&Fire Rocket,
CONTROLBAR:AnthraxWarhead,1,A&nthrax Warhead,
CONTROLBAR:ExplosiveWarhead,1,Ex&plosive Warhead,
CONTROLBAR:Fire20mmCannon,1,&Fire 20mm Cannon,
CONTROLBAR:FireAntiTankMissiles,1,Fire &Missiles,
CONTROLBAR:FireRocketPods,1,Fire &Rockets,
CONTROLBAR:FireNapalmMissile,1,Fire &Napalm,
CONTROLBAR:DaisyCutter,1,&Fuel Air Bomb,
CONTROLBAR:NeutronMissile,1,&Nuclear Missile,
CONTROLBAR:ScudStorm,1,SC&UD Storm,
CONTROLBAR:NapalmStrike,1,&Napalm Strike,
CONTROLBAR:A10ThunderboltMissileStrike,1,&A10 Missile Strike,
CONTROLBAR:CashHack,1,&Cash Hack,
CONTROLBAR:Ambush,1,&Ambush,
CONTROLBAR:BlackMarketNuke,1,"Black Market 
 Nuke",
CONTROLBAR:AnthraxBomb,1,Anthrax &Bomb,
CONTROLBAR:Paradrop,1,&Paradrop,
CONTROLBAR:CarpetBomb,1,&Carpet Bomb,
CONTROLBAR:ClusterMines,1,C&luster Mines,
CONTROLBAR:EMPPulse,1,EM&P Pulse,
CONTROLBAR:ArtilleryBarrage,1,Artillery &Barrage,
CONTROLBAR:CrateDrop,1,"Crate 
 Drop",
CONTROLBAR:SpySatellite,1,&Spy Satellite,
CONTROLBAR:SpyDrone,1,Sp&y Drone,
CONTROLBAR:RadarVanScan,1,Radar S&can,
CONTROLBAR:Defector,1,&Defector,
CONTROLBAR:Bayonet,1,&Bayonet,
CONTROLBAR:SniperAttack,1,S&niper Attack,
CONTROLBAR:CaptureBuilding,1,&Capture Building,
CONTROLBAR:DisableVehicleHack,1,&Vehicle Hack,
CONTROLBAR:StealCashHack,1,Cash Hac&k,
CONTROLBAR:InternetHack,1,Hack &Internet,
CONTROLBAR:DisableBuildingHack,1,&Disable Building,
CONTROLBAR:CarBomb,1,&Car Bomb,
CONTROLBAR:Hijack,1,Hi&jack,
CONTROLBAR:TNTAttack,1,&TNT Attack,
CONTROLBAR:Requirements,1,Requires: %s,
CONTROLBAR:LaserMissileAttack,1,&Laser Missile Attack,
CONTROLBAR:KnifeAttack,1,&Knife Attack,
CONTROLBAR:ClimbCliff,1,&Climb Cliff,
CONTROLBAR:TimedDemoCharge,1,&Timed Demo Charge,
CONTROLBAR:RemoteDemoCharge,1,&Remote Demo Charge,
CONTROLBAR:DetonateCharges,1,&Detonate Charges,
CONTROLBAR:DetonateNuke,1,Detonate &Nuke,
CONTROLBAR:ManualControl,1,&Manual Control,
CONTROLBAR:ProximityFuse,1,&Proximity Fuse,
CONTROLBAR:Detonate,1,&Detonate!,
CONTROLBAR:EmergencyRepair,1,&Emergency Repair,
CONTROLBAR:FireParticleUplinkCannon,1,Fire &Particle Cannon,
CONTROLBAR:Options,1,In-Game Menu,
CONTROLBAR:OptionsDescription,1,This will open up the In-Game Menu.,
CONTROLBAR:IdleWorker,1,Idle Worker,
CONTROLBAR:IdleWorkerDescription,1,Click to select the next idle worker.,
CONTROLBAR:Beacon,1,Beacon,
CONTROLBAR:BeaconDescription,1,Click to place a beacon.,
CONTROLBAR:Communicator,1,Communicator,
CONTROLBAR:CommunicatorDescription,1,Click to open the Generals Communicator.,
CONTROLBAR:AmbulanceCleanupArea,1,&Clean Toxins,
RADAR:UnitUnderAttack,1,Unit under attack.,
RADAR:StructureUnderAttack,1,Structure under attack.,
RADAR:UnderAttack,1,Under attack.,
RADAR:Infiltration,1,Enemy infiltration detected.,
UPGRADE:AdvancedTraining,1,Advanced Training,
UPGRADE:AmericaLaserMissiles,1,America Laser Missiles,
UPGRADE:Mines,1,Land Mines,
UPGRADE:Radar,1,Radar,
UPGRADE:OverlordGattlingCannon,1,Overlord Gattling Cannon,
UPGRADE:OverlordPropagandaTower,1,Overlord Propaganda Tower,
UPGRADE:OverlordBattleBunker,1,Overlord Battle Bunker,
UPGRADE:ControlRods,1,Control Rods,
UPGRADE:ScoutDrone,1,Scout Drone,
UPGRADE:BattleDrone,1,Battle Drone,
UPGRADE:RangerFlashBangGrenade,1,Ranger Flash-Bang Grenades,
UPGRADE:HoverTank,1,Hover Tank,
UPGRADE:TomahawkRemoteControl,1,Cruise Missiles,
UPGRADE:AircraftFuel,1,Aircraft Fuel,
UPGRADE:LaserMissiles,1,Laser Missiles,
UPGRADE:TOWMissile,1,TOW Missile,
UPGRADE:ComancheRocketPods,1,Comanche Rocket Pods,
UPGRADE:RailGun,1,Rail Gun,
UPGRADE:Nationalism,1,Nationalism,
UPGRADE:AntiTankGrenade,1,Anti-Tank Grenades,
UPGRADE:VehicleHack,1,Vehicle Hack,
UPGRADE:IRGoggles,1,Infrared Goggles,
UPGRADE:BlackNapalm,1,Black Napalm,
UPGRADE:ChainGuns,1,Chain Guns,
UPGRADE:SubliminalMessaging,1,Subliminal Messaging,
UPGRADE:UraniumShells,1,Uranium Shells,
UPGRADE:NuclearTanks,1,Nuclear Tanks,
UPGRADE:StunBullets,1,Stun Bullets,
UPGRADE:TranqDarts,1,Tranq. Darts,
UPGRADE:APBullets,1,AP Bullets,
UPGRADE:BioBomb,1,Bio-Bomb,
UPGRADE:HighExplosiveBomb,1,High-Explosive Bomb,
UPGRADE:ArmTheMob,1,Arm The Mob,
UPGRADE:ScorpionRocket,1,Scorpion Rocket,
UPGRADE:SCUDLauncherExplosiveWarhead,1,Explosive Warhead,
UPGRADE:SCUDLauncherAnthraxWarhead,1,Anthrax Warhead,
UPGRADE:BuggyAmmo,1,Rocket Buggy Ammo,
UPGRADE:AnthraxBeta,1,Anthrax Beta,
UPGRADE:ToxinShells,1,Toxin Shells,
UPGRADE:JunkRepair,1,Junk Repair,
UPGRADE:Camouflage,1,Camouflage,
UPGRADE:CompositeArmor,1,Composite Armor,
OBJECT:Beacon,1,Beacon,
OBJECT:Dam,1,Dam,
OBJECT:CommandCenter,1,Command Center,
OBJECT:ColdFusionReactor,1,Cold Fusion Reactor,
OBJECT:NuclearReactor,1,Nuclear Reactor,
OBJECT:DemoTrap,1,Demo Trap,
OBJECT:PowerPlant,1,Power Plant,
OBJECT:DetentionCamp,1,Detention Camp,
OBJECT:StrategyCenter,1,Strategy Center,
OBJECT:Airfield,1,Air Field,
OBJECT:SupplyCenter,1,Supply Center,
OBJECT:AmericaSupplyDropZone,1,Supply Drop Zone,
OBJECT:SupplyStash,1,Supply Stash,
OBJECT:Barracks,1,Barracks,
OBJECT:BlackMarket,1,Black Market,
OBJECT:WarFactory,1,War Factory,
OBJECT:ArmsDealer,1,Arms Dealer,
OBJECT:AmmoCache,1,Ammo Cache,
OBJECT:AmphibiousTransport,1,Amphibious Transport,
OBJECT:AutoFerry,1,Automobile Ferry,
OBJECT:TrainGuide,1,Train Guide,
OBJECT:AngryMob,1,Angry Mob,
OBJECT:TankHunter,1,Tank Hunter,
OBJECT:Apartment,1,Apartment,
OBJECT:ChemicalFactory,1,Chemical Factory,
OBJECT:GovBuilding,1,Government Building,
OBJECT:TechHospital,1,Hospital -- Capture to allow all infantry to auto heal,
OBJECT:ApartmentComplex,1,Apartment Complex,
OBJECT:SpyPost,1,Spy Post,
OBJECT:SupplyPile,1,Supply Pile,
OBJECT:TrainStation,1,Train Station,
OBJECT:TechRadioStation,1,Radio Station,
OBJECT:TechOilDerrick,1,Oil Derrick -- Capture to receive additional funds,
OBJECT:Arcade,1,Arcade,
OBJECT:Aurora,1,Aurora Bomber,
OBJECT:A10Thunderbolt,1,A10 Thunderbolt,
OBJECT:AVPOWTRUCK,1,POW Truck,
OBJECT:B52,1,B52,
OBJECT:BMW,1,Car,
OBJECT:Bank,1,Bank,
OBJECT:BarnCoop,1,Barn Coop,
OBJECT:BarnShed,1,Barn Shed,
OBJECT:Barrel,1,Barrel,
OBJECT:BattleDrone,1,Battle Drone,
OBJECT:BattleMaster,1,Battlemaster,
OBJECT:Battleship,1,Battleship,
OBJECT:BigRig,1,Big Rig,
OBJECT:BikeRack,1,Bike Rack,
OBJECT:Billboard,1,Billboard,
OBJECT:Bird,1,Bird,
OBJECT:BombTruck,1,Bomb Truck,
OBJECT:Boulders,1,Boulders,
OBJECT:Boxes,1,Boxes,
OBJECT:BrickWall,1,Brick Wall,
OBJECT:BrokenWall,1,Broken Wall,
OBJECT:Bunker,1,Bunker,
OBJECT:BurningBarricade,1,Burning Barricade,
OBJECT:Checkpoint,1,Checkpoint,
OBJECT:BusStop,1,Bus Stop,
OBJECT:Bush,1,Bush,
OBJECT:Camaro,1,Car,
OBJECT:CarBug,1,Car,
OBJECT:CarSwatchEuro,1,Car,
OBJECT:CargoLoadingCranes,1,Cargo Loading Cranes,
OBJECT:CargoNet,1,Cargo Net,
OBJECT:Cart,1,Cart,
OBJECT:ChainLinkFence,1,Chain-link Fence,
OBJECT:Chalet,1,Chalet,
OBJECT:CheckPointCrossingGuard,1,Checkpoint,
OBJECT:Chinook,1,Chinook,
OBJECT:Church,1,Church,
OBJECT:Clete,1,Clete,
OBJECT:ClothesLine,1,Clothesline,
OBJECT:Comanche,1,Comanche,
OBJECT:ComancheHull,1,Comanche Hull,
OBJECT:CompactCar,1,Compact Car,
OBJECT:Ambassador,1,Ambassador,
OBJECT:Redguard,1,Red Guard,
OBJECT:ConstructionBarricade,1,Construction Barricade,
OBJECT:ConvenienceStore,1,Convenience Store,
OBJECT:ConvoyTruck,1,Convoy Truck,
OBJECT:Cottage,1,Cottage,
OBJECT:Crate,1,Crate,
OBJECT:CrossingGuard,1,Crossing Guard,
OBJECT:Crusader,1,Crusader,
OBJECT:Paladin,1,Paladin,
OBJECT:DaisyCutterBomb,1,Fuel Air Bomb,
OBJECT:BlackMarketNuke,1,Black Market Nuke,
OBJECT:ToxinTank,1,Toxin Tank,
OBJECT:AnthraxBomb,1,Anthrax Bomb,
OBJECT:CarpetBomb,1,Carpet Bomb,
OBJECT:ClusterMinesBomb,1,Cluster Mines,
OBJECT:EMPPulseBomb,1,EMP Pulse,
OBJECT:NeutronMissile,1,Nuclear Missile,
OBJECT:Dealership,1,Dealership,
OBJECT:Dirt,1,Dirt,
OBJECT:Docks,1,Docks,
OBJECT:DogwoodTree,1,Tree,
OBJECT:Dozer,1,Construction Dozer,
OBJECT:Dragon,1,Dragon Tank,
OBJECT:ElectricRetail,1,Electric Retail,
OBJECT:ElectricalTransformer,1,Electrical Transformer,
OBJECT:FireHydrant,1,Fire Hydrant,
OBJECT:StructureMine,1,Mine,
OBJECT:ClusterMine,1,Mine,
OBJECT:FireStorm,1,Fire Storm,
OBJECT:FlamingInfantry,1,Flaming Infantry,
OBJECT:ToxicInfantry,1,Toxic Infantry,
OBJECT:FoodCart,1,Food Cart,
OBJECT:Fountain,1,Fountain,
OBJECT:FruitStand,1,Fruit Stand,
OBJECT:Gargoyle,1,Gargoyle,
OBJECT:GasStation,1,Gas Station,
OBJECT:GasStorageFacility,1,Gas Storage Facility,
OBJECT:GattlingTank,1,Gattling Tank,
OBJECT:GrassHut,1,Grass Hut,
OBJECT:Gravel,1,Gravel,
OBJECT:FlashBangGrenade,1,Flash-Bang Grenade,
OBJECT:TankShell,1,Tank Shell,
OBJECT:Rebel,1,Rebel,
OBJECT:JarmenKell,1,Jarmen Kell,
OBJECT:GuardTower,1,Guard Tower,
OBJECT:GuardianControlCenter,1,Guardian Control Center,
OBJECT:GuardianDrone,1,Guardian Drone,
OBJECT:BlackLotus,1,Black Lotus,
OBJECT:Hanger,1,Hangar,
OBJECT:HarvardsOffice,1,Trash Bin,
OBJECT:Hedge,1,Hedge,
OBJECT:HighwaySign,1,Highway Sign,
OBJECT:Hijacker,1,Hijacker,
OBJECT:AngryMobNexus,1,<<ANGRY M0B>>,
OBJECT:Hotel,1,Hotel,
OBJECT:Humvee,1,Humvee,
OBJECT:POWTruck,1,POW Truck,
OBJECT:IndustrialBuilding,1,Industrial Building,
OBJECT:InfernoCannon,1,Inferno Cannon,
OBJECT:JapaneseLantern,1,Japanese Lantern,
OBJECT:JunkCar,1,Junk Car(s),
OBJECT:Limo,1,Limo,
OBJECT:Lumber,1,Lumber,
OBJECT:MIG,1,MiG,
OBJECT:MailBox,1,MailBox,
OBJECT:ManHoleCover,1,ManHole Cover,
OBJECT:MapleTree,1,Tree,
OBJECT:MarketVendor,1,Market Vendor,
OBJECT:Medic,1,Ambulance,
OBJECT:MegaMall,1,Mega Mall,
OBJECT:Missile,1,Missile,
OBJECT:MissileTeam,1,Missile Defender,
OBJECT:Moat,1,Moat,
OBJECT:MogadishuHighrise,1,Highrise,
OBJECT:NewsStand,1,News Stand,
OBJECT:NightClub,1,Night Club,
OBJECT:NotAMosque,1,Dome,
OBJECT:NuclearMissile,1,Nuclear Missile,
OBJECT:NukeLauncher,1,Nuke Cannon,
OBJECT:ParticleCannon,1,Particle Cannon,
OBJECT:OakTree,1,Tree,
OBJECT:Office,1,Office,
OBJECT:OilDepot,1,Oil Depot,
OBJECT:OilRefinery,1,Oil Refinery,
OBJECT:OilTank,1,Oil Tank,
OBJECT:OldWoodenTelephonePole,1,Telephone Pole,
OBJECT:Outpost,1,Outpost,
OBJECT:Overlord,1,Overlord,
OBJECT:Palace,1,Palace,
OBJECT:PalmTree,1,Tree,
OBJECT:ParkBench,1,Park Bench,
OBJECT:ParkGazebo,1,Park Gazebo,
OBJECT:ParkPavillion,1,Park Pavillion,
OBJECT:ParkingGarage,1,Parking Garage,
OBJECT:ParkingMeter,1,Parking Meter,
OBJECT:Pathfinder,1,Pathfinder,
OBJECT:PatriotBattery,1,Patriot Missile,
OBJECT:GattlingCannon,1,Gattling Cannon,
OBJECT:PatriotMissile,1,Patriot Missile,
OBJECT:PhoneBooth,1,Phone Booth,
OBJECT:PineTree,1,Tree,
OBJECT:PoliceCar,1,Police Car,
OBJECT:Prison,1,Prison,
OBJECT:PropagandaBlimp,1,Prop. Blimp,
OBJECT:PropagandaCenter,1,Propaganda Center,
OBJECT:Pub,1,Watering Hole,
OBJECT:QuadCannon,1,Quad Cannon,
OBJECT:QuonsetHut,1,Quonset Hut,
OBJECT:RailTie,1,Rail Tie,
OBJECT:Ranger,1,Ranger,
OBJECT:Raptor,1,Raptor,
OBJECT:RaptorPilot,1,Pilot,
OBJECT:Restaurant,1,Restaurant,
OBJECT:RetailStore,1,Retail Store,
OBJECT:RiverHouse,1,River House,
OBJECT:RoadCone,1,Road Cone,
OBJECT:RocketBuggy,1,Rocket Buggy,
OBJECT:RadarVan,1,Radar Van,
OBJECT:RocketBuggyDebris,1,Rocket Buggy Debris,
OBJECT:RocketBuggyMissile,1,Rocket Buggy Missile,
OBJECT:TomahawkMissile,1,Tomahawk Missile,
OBJECT:SCUDMissile,1,SCUD Missile,
OBJECT:RangerTeamMissile,1,Ranger Team Missile,
OBJECT:Rocks,1,Rocks,
OBJECT:RopeCoil,1,Rope Coil,
OBJECT:Rubble,1,Rubble,
OBJECT:ColonelBurton,1,Colonel Burton,
OBJECT:SUV,1,SUV,
OBJECT:Schoolhouse,1,Schoolhouse,
OBJECT:Scorpion,1,Scorpion,
OBJECT:Marauder,1,Marauder Tank,
OBJECT:ScoutDrone,1,Scout Drone,
OBJECT:SpyDrone,1,Spy Drone,
OBJECT:ScrapCar,1,Scrap Car,
OBJECT:ScudLauncher,1,SCUD Launcher,
OBJECT:ScudStorm,1,SCUD Storm,
OBJECT:SecretLab,1,Secret Lab,
OBJECT:SecretPolice,1,Secret Police,
OBJECT:SecurityFence,1,Security Fence,
OBJECT:Hacker,1,Hacker,
OBJECT:Officer,1,Officer,
OBJECT:Agent,1,Agent,
OBJECT:Sedan,1,Sedan,
OBJECT:SeismicTank,1,Seismic Tank,
OBJECT:Shack,1,Shack,
OBJECT:ShippingContainer,1,Shipping Container,
OBJECT:ShippingCrate,1,Shipping Crate,
OBJECT:SignalLights,1,Signal Lights,
OBJECT:Slide,1,Slide,
OBJECT:SovietBuilding,1,Old Office Building,
OBJECT:SovietGovtBuildingSmall,1,Old Govt. Building,
OBJECT:SovietRadioBuilding,1,Old Radio Building,
OBJECT:SpeakerTower,1,Speaker Tower,
OBJECT:SportCar,1,Sports Car,
OBJECT:Sprinkler,1,Sprinkler,
OBJECT:SpruceTree,1,Tree,
OBJECT:StanTallTower,1,Tall Tower,
OBJECT:Starlifter,1,Starlifter2,
OBJECT:StatueAngel,1,Angel Statue,
OBJECT:StatueLenin,1,Statue,
OBJECT:StatueRoman,1,Roman Statue,
OBJECT:StealthFighter,1,Stealth Fighter,
OBJECT:StingerSite,1,Stinger Site,
OBJECT:StoneArch,1,Stone Arch,
OBJECT:StoneWall,1,Stone Wall,
OBJECT:PicketFence,1,Picket Fence,
OBJECT:StopLight,1,Stop Light,
OBJECT:StreetLamp,1,Street Lamp,
OBJECT:StreetLight,1,Street Light,
OBJECT:StreetSign,1,Street Sign,
OBJECT:SupplyTruck,1,Supply Truck,
OBJECT:SupplyWarehouse,1,Supply Dock,
OBJECT:Swing,1,Swing,
OBJECT:TVStation,1,TV Station,
OBJECT:TankTrap,1,Tank Trap,
OBJECT:TankerTruck,1,Tanker Truck,
OBJECT:TaxiCab,1,Taxi Cab,
OBJECT:Technical,1,Technical,
OBJECT:Tent,1,Tent,
OBJECT:Terrorist,1,Terrorist,
OBJECT:Tire,1,Tire,
OBJECT:TireObstacle,1,Tire Obstacle,
OBJECT:Tollbooth,1,Toll booth,
OBJECT:Tomahawk,1,Tomahawk,
OBJECT:TownHouse,1,Townhouse,
OBJECT:ToxinTruck,1,Toxin Tractor,
OBJECT:TrashCan,1,Trash Can,
OBJECT:TrashDumpster,1,Trash Bin,
OBJECT:TrashPaper,1,Trash Paper,
OBJECT:TrashPile,1,Trash Pile,
OBJECT:TreeStump,1,Tree Stump,
OBJECT:TroopCrawler,1,Troop Crawler,
OBJECT:TunnelDefender,1,RPG Trooper,
OBJECT:TunnelNetwork,1,Tunnel Network,
OBJECT:Cave,1,Cave,
OBJECT:GLAHole,1,GLA Hole,
OBJECT:GLARock,1,GLA Rock,
OBJECT:UNHumvee,1,UN Humvee,
OBJECT:UNSoldier,1,UN Soldier,
OBJECT:VendingMachine,1,Vending Machine,
OBJECT:Wall,1,Wall,
OBJECT:ConcreteWall,1,Concrete Wall,
OBJECT:WatchTower,1,Watch Tower,
OBJECT:WaterPlant,1,Water Plant,
OBJECT:WindMill,1,Wind Mill,
OBJECT:WoodBeams,1,Wood Beams,
OBJECT:WoodTower,1,Wood Tower,
OBJECT:WoodWall,1,Wood Wall,
OBJECT:WoodenBarrels,1,Wooden Barrels,
OBJECT:Worker,1,Worker,
OBJECT:Birch,1,Tree,
OBJECT:Building,1,Building,
OBJECT:Cathedral,1,Cathedral,
OBJECT:FarmHouse,1,Farm House,
OBJECT:Fir,1,Tree,
OBJECT:Garage,1,Garage,
OBJECT:OscarTheGrouch,1,Junk Dealer,
OBJECT:Pilot,1,Pilot,
OBJECT:Pump,1,Pump,
OBJECT:Shop,1,Shop,
OBJECT:StingerMissile,1,Stinger Missile,
OBJECT:StingerSoldier,1,Stinger Soldier,
OBJECT:StorageTank,1,Storage Tank,
OBJECT:Well,1,Well,
OBJECT:WineVat,1,Vat,
OBJECT:GenericMale,1,Civilian,
OBJECT:GenericFemale,1,Civilian,
OBJECT:MogadishuFemaleCivilian,1,Civilian,
OBJECT:MogadishuMaleCivilian,1,Civilian,
OBJECT:Crane,1,Crane,
OBJECT:OceanCenter,1,Convention Center,
OBJECT:SoccerStadium,1,Soccer Stadium,
OBJECT:Ambulance,1,Ambulance,
OBJECT:AsianCar,1,Car,
OBJECT:Backhoe,1,Backhoe,
OBJECT:LargeForklift,1,Large Forklift,
OBJECT:SmallForklift,1,Forklift,
OBJECT:CropDuster,1,Crop Duster,
OBJECT:Cessna,1,Plane,
OBJECT:ChickenTruck,1,Chicken Truck,
OBJECT:Combine,1,Combine,
OBJECT:Eurovan,1,Van,
OBJECT:EuroPoliceVan,1,Police Van,
OBJECT:Firetruck,1,Fire Truck,
OBJECT:FarmerTruck,1,Farmer Truck,
OBJECT:AsianFishingBoat,1,Fishing Boat,
OBJECT:TourBus,1,Tour Bus,
OBJECT:FishingTrowler,1,Fishing Trowler,
OBJECT:WorkTruck,1,Work Truck,
OBJECT:TugBoat,1,Tug Boat,
OBJECT:BioHazardTech,1,Bio-Hazard Technician,
OBJECT:MilitiaTank,1,Militia Tank,
Network:PlayerDisconnected,1,%s has been disconnected.,
Network:PlayerLeftGame,1,%s has left the game.,
Network:Vote,1,Vote,
Network:QuitGame,1,QUIT GAME,
MAP:AlpineAssault,1,Alpine Assault,
MAP:AustrianAmbush,1,Market Garden,
MAP:Badlands,1,Desert Fury,
MAP:BridgeBusters,1,Iron Dragon,
MAP:KashmarKlash,1,Wasteland Warlords,
MAP:Oasis,1,Golden Oasis,
MAP:ScorchedEarth,1,Scorched Earth,
MAP:SleepyHollow,1,Heartland Shield,
MAP:SmalltownUSA,1,Homeland Alliance,
MAP:TampicoTrauma,1,Silent River,
MAP:WoodcrestCircle,1,Final Crusader,
MAP:XinjiangBang,1,Winter Wolf,
Audio:Speakers0,1,2 Speakers,
Audio:Speakers1,1,Headphones,
Audio:Speakers2,1,Surround Sound,
Audio:Speakers3,1,4 Speaker,
Audio:Speakers4,1,5.1 Surround,
Audio:Speakers5,1,7.1 Surround,
MAP:CHI01ObjectiveText,1,"MISSION OBJECTIVE 
 Destroy the Nuclear Warhead Storage Facility.",
MAP:CHI02Open,1,"Hong Kong, China 
 Hong Kong Crisis",
SCRIPT:CHI02AudioHolder01,1,"<Red Guard speaking> 
 'General, we're all that's left of the assault force! We need to build a Command Center and get the radar up to receive new orders.'",
SCRIPT:CHI02AudioHolder02,1,"<Red Guard speaking> 
 'General, if we don't get our radar up we can't receive intelligence on the enemy's position. We need that radar.'",
SCRIPT:CHI02AudioHolder03,1,"<'EVA' speaking> 
 'General, you're alive!?! We thought we lost you when the bridge went down. Well, you're not out of danger yet, so let's get started.'",
SCRIPT:CHI02AudioHolder04,1,"<'EVA' speaking> 
 'First, you're going to need to finish your base. The barracks, reactor, and supply center are all essential to your survival, so finish constructing them immediately. I'll contact you again once your base is complete.'",
SCRIPT:CHI02AudioHolder05,1,"<'EVA' speaking> 
 'Excellent, your base is completeexcept for a War Factory. We need to get you one now. There should be a surplus base--with a War Factory--here'",
SCRIPT:CHI02AudioHolder06,1,"<'EVA' speaking> 
 'I don't know what condition the base is in, but it should allow you to build armored units to help your fight. Get there as soon as possible, General.'",
SCRIPT:CHI02AudioHolder07,1,"<'EVA' speaking> 
 'Now we know the GLA's reason for coming to Hong Kong: They're targeting key buildings around the city. Our main objective is to destroy all of the GLA's forces, but if we can also keep them from destroying those buildings, our leaders would be most grateful.'",
SCRIPT:CHI02AudioHolder08,1,"<'EVA' speaking> 
 'If you can keep your radar operating, I can track the Terrorists for you and give you their possible targets.'",
SCRIPT:CHI02AudioHolder09,1,"<'EVA' speaking> 
 'General, a Terrorist is leaving the Convention Center, and he's strapped with enough explosives to bring down a building! I'll mark the Terrorist in red on your radar. I'll mark his possible targets in yellow. Stop him before he reaches one of those targets!'",
SCRIPT:CHI02AudioHolder10,1,"<'EVA' speaking> 
 'Another Terrorist has left the Convention Center! I'll mark his location in red. His possible targets are marked in yellow. Stop him, General.'",
